0,1,2,3,4
DH-2019-0433,모터보트 동진호 기관손상사건,기관손상,1톤미만,수상레저기구
DH-2019-0434,모터보트 산달호 전복사건,전복,1톤미만,수상레저기구
DH-2019-0435,"어선 양성호, 어선 성길호 충돌사건",충돌,5~10톤미만,어선
DH-2019-0435,"어선 양성호, 어선 성길호 충돌사건",충돌,3~5톤미만,어선
DH-2019-0436,"예인선 동명7호, 어선 창흥호 충돌사건",충돌,30~50톤미만,예인선
DH-2019-0436,"예인선 동명7호, 어선 창흥호 충돌사건",충돌,15~20톤미만,어선
DH-2019-0437,세일링요트 알로하호 기관손상사건,기관손상,1~2톤미만,수상레저기구
DH-2019-0438,어선 금진호 전복사건,전복,1톤미만,어선
DH-2019-0441,어선 덕양호 화재사건,화재,50~100톤미만,어선
DH-2019-0442,어선 해광호 선원부상사건,안전사고,20~25톤미만,어선
DH-2019-0443,어선 제3명진호 부유물감김사건,부유물감김,5~10톤미만,어선
DH-2019-0444,어선 용길호 기관손상사건,기관손상,1~2톤미만,어선
DH-2019-0445,어선 제3태양호 부유물감김사건,부유물감김,5~10톤미만,어선
DH-2019-0447,어선 성심호 선원사망사건,안전사고,1~2톤미만,어선
DH-2019-0448,어선 제2항룡호 선원부상사건,안전사고,20~25톤미만,어선
DH-2019-0449,예인선 대림72호 화재사건,화재,30~50톤미만,예인선
DH-2019-0450,어선 빅오션호 기관손상사건,기관손상,50~100톤미만,어선
DH-2019-0451,어선 순양호 전복사건,전복,3~5톤미만,어선
DH-2019-0453,낚시어선 씨프린스호 부유물감김사건,부유물감김,5~10톤미만,어선
DH-2019-0454,어선 대우호 부유물감김사건,부유물감김,5~10톤미만,어선
DH-2019-0455,예인선 창일201호 기관손상사건,기관손상,50~100톤미만,예인선
DH-2019-0457,일반화물선 아이브이에스 나이트자(IVS NIGHTJAR) 해양오염사건,해양오염,"20,000~50,000톤미만",화물선
DH-2019-0458,어선 덕진호 기관손상사건,기관손상,1~2톤미만,어선
DH-2019-0460,"어선 제1경준호, 어선 명성호 충돌사건",충돌,5~10톤미만,어선
DH-2019-0460,"어선 제1경준호, 어선 명성호 충돌사건",충돌,1톤미만,어선
DH-2019-0461,어선 대창호 기관손상사건,기관손상,5~10톤미만,어선
DH-2019-0462,"어선 남성호, 일반화물선 보통(BO TONG) 충돌사건",충돌,3~5톤미만,어선
DH-2019-0462,"어선 남성호, 일반화물선 보통(BO TONG) 충돌사건",충돌,"1,000~5,000톤미만",화물선
DH-2019-0463,어선 제909주영호 화재사건,화재,50~100톤미만,어선
DH-2019-0464,어선 윤성호 선원부상사건,안전사고,3~5톤미만,어선
DH-2019-0465,어선 대광호 기관손상사건,기관손상,1~2톤미만,어선
DH-2019-0466,어선 해용호 운항저해사건,운항저해,1~2톤미만,어선
DH-2019-0467,어선 해용호 운항저해사건,운항저해,1~2톤미만,어선
DH-2019-0468,"어선 동화호, 어선 대성호 충돌사건",충돌,5~10톤미만,어선
DH-2019-0468,"어선 동화호, 어선 대성호 충돌사건",충돌,2~3톤미만,어선
DH-2019-0469,어선 308제일호 부유물감김사건,부유물감김,30~50톤미만,어선
DH-2020-0002,"어선 제83양진호, 어선 제2005성광호 충돌사건",충돌,50~100톤미만,어선
DH-2020-0002,"어선 제83양진호, 어선 제2005성광호 충돌사건",충돌,5~10톤미만,어선
DH-2020-0003,어선 제3영복호 기관손상사건,기관손상,25~30톤미만,어선
DH-2020-0004,어선 대영호 추진축계손상사건,추진축계손상,5~10톤미만,어선
DH-2020-0006,어선 천금호 부유물감김사건,부유물감김,25~30톤미만,어선
DH-2020-0007,어선 대진호 기관손상사건,기관손상,5~10톤미만,어선
DH-2020-0008,어선 우길호 조타장치손상사건,조타장치손상,5~10톤미만,어선
DH-2020-0009,모터보트 냐옹호 기관손상사건,기관손상,1톤미만,수상레저기구
DH-2020-0012,모터보트 제우스호 기관손상사건,기관손상,1~2톤미만,수상레저기구
DH-2020-0013,어선 만금호 추진축계손상사건,추진축계손상,20~25톤미만,어선
DH-2020-0014,"어선 제25일성호, 냉동운반선 스바루 충돌사건",충돌,25~30톤미만,어선
DH-2020-0014,"어선 제25일성호, 냉동운반선 스바루 충돌사건",충돌,"1,000~5,000톤미만",화물선
DH-2020-0036,어선 상진호 부유물감김사건,부유물감김,5~10톤미만,어선
DH-2020-0037,부선 조원지13호 좌초사건,좌초,"500~1,000톤미만",기타선
DH-2020-0038,어선 덕진호 침수사건,침수,3~5톤미만,어선
DH-2020-0040,모터보트 2월드호 침몰사건,침몰,1톤미만,수상레저기구
DH-2020-0041,어선 알파호 기관손상사건,기관손상,5~10톤미만,어선
DH-2020-0042,어선 성광호 부유물감김사건,부유물감김,1~2톤미만,어선
DH-2020-0043,예인선 창우1호 작업원부상사건,안전사고,50~100톤미만,예인선
DH-2020-0044,어선 용흥호 기관손상사건,기관손상,3~5톤미만,어선
DH-2020-0045,어선 동방호 기관손상사건,기관손상,5~10톤미만,어선
DH-2020-0046,모터보트 삼척해양레저 부유물감김사건,기관손상,3~5톤미만,수상레저기구
DH-2020-0047,어선 창백호 선원부상사건,안전사고,3~5톤미만,어선
DH-2020-0047,어선 창백호 선원부상사건,안전사고,25~30톤미만,어선
DH-2020-0072,어선 해성호 추진축계손상사건,추진축계손상,5~10톤미만,어선
DH-2020-0073,어선 제21대양호 운항저해사건,운항저해,5~10톤미만,어선
DH-2020-0074,어선 강영호 조타장치손상사건,조타장치손상,3~5톤미만,어선
DH-2020-0074,어선 강영호 조타장치손상사건,조타장치손상,2~3톤미만,어선
DH-2020-0075,어선 수성호 추진축계손상사건,추진축계손상,1~2톤미만,어선
DH-2020-0076,낚시어선 강성호 기관손상사건,기관손상,3~5톤미만,어선
DH-2020-0077,어선 동승호 기관손상사건,기관손상,1~2톤미만,어선
DH-2020-0078,어선 제27만창호 기관손상사건,기관손상,3~5톤미만,어선
DH-2020-0079,모터보트 리버1호 기관손상사건,기관손상,1톤미만,수상레저기구
DH-2020-0080,어선 대양호 부유물감김사건,부유물감김,3~5톤미만,어선
DH-2020-0082,어선 제1은파호 부유물감김사건,부유물감김,15~20톤미만,어선
DH-2020-0084,어선 부영호 선원부상사건,안전사고,2~3톤미만,어선
DH-2020-0085,모터보트 스카이호 운항저해사건,운항저해,1~2톤미만,수상레저기구
DH-2020-0088,어선 경주호 화재사건,화재,2~3톤미만,어선
MP-2020-0111,어선 제702대동호 선원부상사건,안전사고,50~100톤미만,어선
MP-2020-0110,자동차운반선 모닝코넬리아 기타사건,기타,"50,000~100,000톤미만",화물선
MP-2020-0109,부선 고려1호 기타사건,기타,100~500톤미만,기타선
MP-2020-0108,모터보트 경민호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2020-0052,어선 종성2호 침수사건,침수,3~5톤미만,어선
MP-2020-0051,어선 용진호 기관손상사건,기관손상,5~10톤미만,어선
MP-2020-0050,어선 2창남호 선원부상사건,안전사고,30~50톤미만,어선
MP-2020-0049,모터보트 산남호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2020-0048,세일링요트 트레이트윈드호 부유물감김사건,부유물감김,10~15톤미만,수상레저기구
MP-2020-0022,모터보트 한진호 침수사건,침수,2~3톤미만,수상레저기구
MP-2020-0011,어선 제107부일호 선원실종사건,안전사고,15~20톤미만,어선
MP-2020-0010,어선 제2018웅진호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2020-0009,모터보트 망구누이호 침수사건,침수,1~2톤미만,수상레저기구
MP-2020-0008,어선 제3003덕일호 방파제접촉사건,접촉,30~50톤미만,어선
MP-2020-0007,모터보트 장포고호 침몰사건,침몰,2~3톤미만,수상레저기구
MP-2020-0006,모터보트 비너스호 운항저해사건,운항저해,1톤미만,수상레저기구
MP-2020-0005,어선 제335금광호 부유물감김사건,부유물감김,10~15톤미만,어선
MP-2020-0004,어선 대진호 좌초사건,좌초,5~10톤미만,어선
MP-2020-0003,어선 혜원2호 침수사건,침수,3~5톤미만,어선
MP-2020-0002,"어선 수현호, 어선 제306한일호 충돌사건",충돌,20~25톤미만,어선
MP-2020-0002,"어선 수현호, 어선 제306한일호 충돌사건",충돌,100~500톤미만,어선
MP-2020-0001,어선 동신호 침수사건,침수,5~10톤미만,어선
MP-2019-1415,어선 제1구봉호 침수사건,침수,5~10톤미만,어선
MP-2019-1414,어선 만세호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2019-1413,어선 재운1호 기관손상사건,기관손상,3~5톤미만,어선
MP-2019-1412,모터보트 반도호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2019-1411,어선 제710태양호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2019-1410,어선 제101한일호 기관손상사건,기관손상,50~100톤미만,어선
MP-2019-1407,석유제품운반선 제77영덕호 부유물감김사건,부유물감김,100~500톤미만,유조선
MP-2019-1406,어선 종성2호 부유물감김사건,부유물감김,3~5톤미만,어선
MP-2019-1405,어선 제507신흥호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2019-1404,어선 신성호 선원부상사건,안전사고,5~10톤미만,어선
MP-2019-1403,어선 행운호 기관손상사건,기관손상,20~25톤미만,어선
MP-2019-1401,어선 제21구진호 선원부상사건,안전사고,50~100톤미만,어선
MP-2019-1400,모터보트 노아호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2019-1398,어선 서지니2호 기관손상사건,기관손상,1~2톤미만,어선
MP-2019-1396,모터보트 제일호 운항저해사건,운항저해,1~2톤미만,수상레저기구
MP-2019-1394,낚시어선 뉴피싱랜드호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2019-1393,모터보트 대양호 침몰사건,침몰,1톤미만,수상레저기구
MP-2019-1392,어선 제107대진호 선원부상사건,안전사고,50~100톤미만,어선
MP-2019-1390,모터보트 오우미호 부유물감김사건,부유물감김,15~20톤미만,수상레저기구
MP-2019-1388,어선 제97임수호 선원부상사건,안전사고,100~500톤미만,어선
MP-2019-1387,어선 제703유경호 조타장치손상사건,조타장치손상,25~30톤미만,어선
MP-2019-1386,어선 제8화원호 조타장치손상사건,조타장치손상,20~25톤미만,어선
MP-2019-1385,어선 제3명신호 부유물감김사건,부유물감김,25~30톤미만,어선
MP-2019-1384,어선 제909진양호 기관손상사건,기관손상,30~50톤미만,어선
MP-2019-1383,어선 제2015로얄호 해양오염사건,해양오염,50~100톤미만,어선
MP-2019-1382,어선 제327승만호 추진축계손상사건,추진축계손상,50~100톤미만,어선
MP-2019-1381,작업선 7금성호 화재사건,화재,20~25톤미만,기타선
MP-2019-1380,어선 대명호 부유물감김사건,부유물감김,30~50톤미만,어선
MP-2019-1379,무등록선박 부유물감김사건,부유물감김,1~2톤미만,어선
MP-2019-1378,모터보트 뉴월드호 기관손상사건,기관손상,미상,수상레저기구
MP-2019-1377,"낚시어선 짱구호, 낚시어선 헌터호 충돌사건",충돌,3~5톤미만,어선
MP-2019-1377,"낚시어선 짱구호, 낚시어선 헌터호 충돌사건",충돌,5~10톤미만,어선
MP-2019-1376,"어선 오공호, 어선 화성호 충돌사건",충돌,3~5톤미만,어선
MP-2019-1376,"어선 오공호, 어선 화성호 충돌사건",충돌,3~5톤미만,어선
MP-2019-1375,어선 만복호 선원부상사건,안전사고,5~10톤미만,어선
MP-2019-1374,어선 제2006삼성호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2019-1373,어선 한양호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2019-1372,"어선 800형빈호,어선 7화원호, 모터보트 선창호, 모터보트 돌또미호, 모터보트 이호호 충돌사건",충돌,미상,수상레저기구
MP-2019-1372,"어선 800형빈호,어선 7화원호, 모터보트 선창호, 모터보트 돌또미호, 모터보트 이호호 충돌사건",충돌,미상,수상레저기구
MP-2019-1372,"어선 800형빈호,어선 7화원호, 모터보트 선창호, 모터보트 돌또미호, 모터보트 이호호 충돌사건",충돌,미상,수상레저기구
MP-2019-1372,"어선 800형빈호,어선 7화원호, 모터보트 선창호, 모터보트 돌또미호, 모터보트 이호호 충돌사건",충돌,5~10톤미만,어선
MP-2019-1372,"어선 800형빈호,어선 7화원호, 모터보트 선창호, 모터보트 돌또미호, 모터보트 이호호 충돌사건",충돌,5~10톤미만,어선
MP-2019-1371,어선 제2012은정호 선원부상사건,안전사고,30~50톤미만,어선
MP-2019-1370,어선 명성호 좌초사건,좌초,1톤미만,어선
MP-2019-1369,모터보트 신안호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2019-1368,어선 신명호 기관손상사건,기관손상,25~30톤미만,어선
MP-2019-1365,어선 201태창호 화재사건,화재,100~500톤미만,어선
MP-2019-1364,어선 청일43호 부유물감김사건,부유물감김,1~2톤미만,어선
MP-2019-1363,어선 대명호 좌초사건,좌초,5~10톤미만,어선
MP-2019-1362,어선 011월드호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2019-1361,어선 제108우양호 침수사건,침수,20~25톤미만,어선
MP-2019-1360,어선 제2영덕호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2019-1359,모터보트 포세이돈호 부유물감김사건,부유물감김,2~3톤미만,수상레저기구
MP-2019-1358,카페리여객선 신안농협페리5호 기관손상사건,기관손상,100~500톤미만,여객선
MP-2019-1357,어선 대명2호 전복사건,전복,3~5톤미만,어선
MP-2019-1356,어선 영덕호 부유물감김사건,부유물감김,20~25톤미만,어선
MP-2019-1355,어선 제207해성호 부유물감김사건,부유물감김,3~5톤미만,어선
MP-2019-1353,모터보트 다육피싱호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2019-1352,선명미상 어선 운항저해사건,운항저해,미상,어선
MP-2019-1351,어선 남선호 침수사건,침수,1~2톤미만,어선
MP-2019-1350,액체화학품산적운반선 필로스1호 선원부상사건,안전사고,"1,000~5,000톤미만",유조선
MP-2019-1348,어선 형제호 기관손상사건,기관손상,2~3톤미만,어선
MP-2019-1347,통선 77해동호 침수사건,침수,30~50톤미만,기타선
MP-2019-1346,통선 75해동호 침수사건,침수,15~20톤미만,기타선
MP-2019-1345,어선 제88함성호 부유물감김사건,부유물감김,25~30톤미만,어선
MP-2019-1344,어선 제1정수호 화재사건,화재,5~10톤미만,어선
MP-2019-1343,어선 제2010대승호 침수사건,침수,5~10톤미만,어선
MP-2019-1342,낚시어선 진조호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1341,어선 남해호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1340,어선 대영호 추진축계손상사건,추진축계손상,10~15톤미만,어선
MP-2019-1339,어선 제12고려호 선원부상사건,안전사고,50~100톤미만,어선
MP-2019-1337,어선 조은호 기관손상사건,기관손상,3~5톤미만,어선
MP-2019-1336,낚시어선 줄리아호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1335,어선 동원호 기관손상사건,기관손상,3~5톤미만,어선
MP-2019-1333,모터보트 친구호 침수사건,침수,1~2톤미만,수상레저기구
MP-2019-1332,어선 진성호 기관손상사건,기관손상,1~2톤미만,어선
MP-2019-1331,낚시어선 78피싱호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2019-1330,어선 제2006오성호 선원부상사건,안전사고,5~10톤미만,어선
MP-2019-1329,어선 장재호 운항저해사건,운항저해,2~3톤미만,어선
MP-2019-1328,어선 명일호 선원부상사건,안전사고,5~10톤미만,어선
MP-2019-1327,낚시어선 바다이야기호 추진축계손상사건,추진축계손상,5~10톤미만,어선
MP-2019-1326,낚시어선 성신3호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1325,어선 수성호 추진축계손상사건,추진축계손상,5~10톤미만,어선
MP-2019-1324,낚시어선 아일랜드호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1323,낚시어선 보디가드호 교각접촉사건,접촉,5~10톤미만,어선
MP-2019-1322,어선 제2011경동호 조타장치손상사건,조타장치손상,30~50톤미만,어선
MP-2019-1321,"어선 유성호, 어선 재현호 충돌사건",충돌,1~2톤미만,어선
MP-2019-1321,"어선 유성호, 어선 재현호 충돌사건",충돌,3~5톤미만,어선
MP-2019-1320,일반화물선 금영레드포스호 부두접촉사건,접촉,"1,000~5,000톤미만",화물선
MP-2019-1319,어선 화도호 기관손상사건,기관손상,1톤미만,어선
MP-2019-1318,어선 동영호 기관손상사건,기관손상,50~100톤미만,어선
MP-2019-1317,어선 제27대양호 추진축계손상사건,기관손상,5~10톤미만,어선
MP-2019-1316,어선 대원호 기관손상사건,기관손상,3~5톤미만,어선
MP-2019-1315,모터보트 화이트이글호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2019-1314,어선 3천광호 선원부상사건,안전사고,25~30톤미만,어선
MP-2019-1313,어선 청해호 기관손상사건,기관손상,1~2톤미만,어선
MP-2019-1312,여객선 우리호 속구손상사건,속구손상,100~500톤미만,여객선
MP-2019-1311,어선 제307해성호 선원부상사건,안전사고,20~25톤미만,어선
MP-2019-1310,어선 제707경덕호 선원부상사건,안전사고,5~10톤미만,어선
MP-2019-1309,모터보트 천사호 전복사건,전복,1톤미만,수상레저기구
MP-2019-1308,"어선 제707동남호, 어선 광림호 충돌사건",충돌,25~30톤미만,어선
MP-2019-1308,"어선 제707동남호, 어선 광림호 충돌사건",충돌,100~500톤미만,어선
MP-2019-1307,어선 제21구진호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2019-1306,어선 벽강호 화재사건,화재,5~10톤미만,어선
MP-2019-1305,낚시어선 뉴진도호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2019-1304,모터보트 영강호 침수사건,침수,5~10톤미만,수상레저기구
MP-2019-1302,어선 제707용정호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1300,모터보트 형제호 침몰사건,침몰,1~2톤미만,수상레저기구
MP-2019-1299,모터보트 동해호 전복사건,침몰,1~2톤미만,수상레저기구
MP-2019-1298,모터보트 세라호 침몰사건,침몰,2~3톤미만,수상레저기구
MP-2019-1297,어선 거성호 침몰사건,침몰,1~2톤미만,어선
MP-2019-1296,모터보트 명진호 전복사건,전복,1톤미만,수상레저기구
MP-2019-1295,어선 제2금광호 속구손상사건,속구손상,3~5톤미만,어선
MP-2019-1294,모터보트 트로피호 침수사건,침수,2~3톤미만,수상레저기구
MP-2019-1293,모터보트 비스트호 안벽접촉사건,접촉,3~5톤미만,수상레저기구
MP-2019-1292,자동차운반선 레이크제네바 부유물감김사건,부유물감김,30~50톤미만,어선
MP-2019-1292,자동차운반선 레이크제네바 부유물감김사건,부유물감김,"50,000~100,000톤미만",화물선
MP-2019-1291,어선 제7창남호 선원사망사건,안전사고,50~100톤미만,어선
MP-2019-1290,선명미상보트 운항저해사건,운항저해,1~2톤미만,수상레저기구
MP-2019-1289,어선 동현2호 침몰사건,침몰,1~2톤미만,어선
MP-2019-1288,어선 진우호 전복사건,전복,1~2톤미만,어선
MP-2019-1287,무등록선박 우리호 전복사건,전복,1~2톤미만,어선
MP-2019-1286,어선 금진호 전복사건,전복,1톤미만,어선
MP-2019-1285,어선 만덕호 전복사건,전복,1~2톤미만,어선
MP-2019-1284,어선 동명호 전복사건,전복,1~2톤미만,어선
MP-2019-1283,어선 명성호 침수사건,침수,3~5톤미만,어선
MP-2019-1282,여객선 에이로의초대호 좌초사건,좌초,30~50톤미만,여객선
MP-2019-1281,어선 송담호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1280,어선 송담호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1279,모터보트 포시즌호 추진축계손상사건,추진축계손상,2~3톤미만,수상레저기구
MP-2019-1277,"낚시어선 인어스호, 낚시어선 포인트호 충돌사건",충돌,3~5톤미만,어선
MP-2019-1277,"낚시어선 인어스호, 낚시어선 포인트호 충돌사건",충돌,5~10톤미만,어선
MP-2019-1276,낚시어선 바다이야기호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1275,어선 광명호 운항저해사건,운항저해,3~5톤미만,어선
MP-2019-1274,어선 찬양호 좌초사건,좌초,3~5톤미만,어선
MP-2019-1273,어선 용천호 기관손상사건,기관손상,20~25톤미만,어선
MP-2019-1272,어선 1만복호 선원부상사건,안전사고,20~25톤미만,어선
MP-2019-1271,어선 만수호 전복사건,전복,1~2톤미만,어선
MP-2019-1270,어선 샤크호 기관손상사건,기관손상,3~5톤미만,어선
MP-2019-1269,어선 제205동경호 조타장치손상사건,조타장치손상,25~30톤미만,어선
MP-2019-1268,어선 헌터호 침수사건,침수,3~5톤미만,어선
MP-2019-1267,어선 제2기성호 좌초사건,좌초,3~5톤미만,어선
MP-2019-1266,"어선 재원호, 부선 신흥9003호 충돌사건",충돌,"1,000~5,000톤미만",기타선
MP-2019-1266,"어선 재원호, 부선 신흥9003호 충돌사건",충돌,5~10톤미만,어선
MP-2019-1265,어선 제505협신호 선원사망사건,안전사고,50~100톤미만,어선
MP-2019-1264,어선 성진2호 부유물감김사건,부유물감김,1~2톤미만,어선
MP-2019-1262,어선 동운호 좌초사건,좌초,1~2톤미만,어선
MP-2019-1261,기타선 전남234호 기관손상사건,기관손상,2~3톤미만,어선
MP-2019-1260,어선 제306민금호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2019-1259,"어선 205남양호, 어선 만복호 충돌사건",충돌,5~10톤미만,어선
MP-2019-1259,"어선 205남양호, 어선 만복호 충돌사건",충돌,5~10톤미만,어선
MP-2019-1258,"어선 제208득명호, 어선 제2027영일호 충돌사건",충돌,20~25톤미만,어선
MP-2019-1258,"어선 제208득명호, 어선 제2027영일호 충돌사건",충돌,50~100톤미만,어선
MP-2019-1257,어선 제2보경호 기관손상사건,기관손상,15~20톤미만,어선
MP-2019-1256,낚시어선 뉴스타3호 운항저해사건,운항저해,3~5톤미만,어선
MP-2019-1255,카페리여객선 섬사랑17호 운항저해사건,운항저해,100~500톤미만,여객선
MP-2019-1254,어선 제2020해명호 조타장치손상사건,조타장치손상,50~100톤미만,어선
MP-2019-1253,모터보트 민주호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2019-1252,선명미상 모터보트 침몰사건,침몰,1톤미만,수상레저기구
MP-2019-1251,모터보트 포시즌호 추진축계손상사건,추진축계손상,2~3톤미만,수상레저기구
MP-2019-1250,"여객선 아리온제주호, 산적화물선 세주신광호 충돌사건",충돌,"5,000~10,000톤미만",화물선
MP-2019-1250,"여객선 아리온제주호, 산적화물선 세주신광호 충돌사건",충돌,"5,000~10,000톤미만",여객선
MP-2019-1249,무등록선박 모터보트 좌초사건,좌초,1~2톤미만,수상레저기구
MP-2019-1248,어선 제주엠제이호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1247,어선 제2등대호 기관손상사건,기관손상,2~3톤미만,어선
MP-2019-1246,어선 제217성지호 부유물감김사건,부유물감김,20~25톤미만,어선
MP-2019-1245,어선 영승호 기관손상사건,기관손상,25~30톤미만,어선
MP-2019-1244,"준설선 세진호, 어선 평산호 충돌사건",충돌,2~3톤미만,어선
MP-2019-1244,"준설선 세진호, 어선 평산호 충돌사건",충돌,20~25톤미만,기타선
MP-2019-1243,어선 제308운화호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2019-1241,어선 제707창진호 전복사건,전복,20~25톤미만,어선
MP-2019-1240,낚시어선 드래곤호 침수사건,침수,5~10톤미만,어선
MP-2019-1239,어선 제33신덕호 선원부상사건,안전사고,30~50톤미만,어선
MP-2019-1238,어선 제2017덕은호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2019-1236,어선 용가리호 추진축계손상사건,추진축계손상,1~2톤미만,어선
MP-2019-1235,낚시어선 추자피싱2호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2019-1234,어선 제887어진호 좌초사건,좌초,25~30톤미만,어선
MP-2019-1232,어선 지형호 침수사건,침수,2~3톤미만,어선
MP-2019-1231,어선 1해진호 좌초사건,좌초,100~500톤미만,어선
MP-2019-1230,어선 동승호 좌초사건,좌초,5~10톤미만,어선
MP-2019-1228,어선 빅토리호 운항저해사건,운항저해,3~5톤미만,어선
MP-2019-1227,모터보트 소담호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2019-1225,모터보트 범호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2019-1224,어선 영진호 기관손상사건,기관손상,3~5톤미만,어선
MP-2019-1223,어선 한성호 기관손상사건,기관손상,2~3톤미만,어선
MP-2019-1222,어선 원자3호 기관손상사건,기관손상,5~10톤미만,어선
MP-2019-1221,"어선 제308해성호, 어선 진영호 충돌사건",충돌,3~5톤미만,어선
MP-2019-1221,"어선 제308해성호, 어선 진영호 충돌사건",충돌,20~25톤미만,어선
MP-2019-1219,"어선 기훈호, 낚시어선 연하호 충돌사건",충돌,2~3톤미만,어선
MP-2019-1219,"어선 기훈호, 낚시어선 연하호 충돌사건",충돌,3~5톤미만,어선
MP-2019-1218,낚시어선 제101볼레낭개호 좌초사건,좌초,3~5톤미만,어선
MP-2019-1217,모터보트 브라더호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2019-1216,어선 대성호 화재사건,화재,25~30톤미만,어선
MP-2019-1215,낚시어선 강바다1호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2019-1214,"산적화물선 일현정호, 어선 제2008성해호 충돌사건",충돌,50~100톤미만,어선
MP-2019-1214,"산적화물선 일현정호, 어선 제2008성해호 충돌사건",충돌,"1,000~5,000톤미만",화물선
MP-2019-1211,모터보트 계림1호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2019-1209,어선 신진호 기관손상사건,기관손상,2~3톤미만,어선
MP-2019-1208,세일링요트 샤라포가호 기관손상사건,기관손상,15~20톤미만,수상레저기구
MP-2019-1206,선명미상 부선 화재사건,화재,미상,기타선
MP-2019-1205,모터보트 스타호 전복사건,전복,1~2톤미만,수상레저기구
MP-2019-1204,카페리여객선 비금아일랜드호 기관손상사건,기관손상,100~500톤미만,여객선
MP-2019-1203,어선 웅진호 좌초사건,좌초,5~10톤미만,어선
MP-2019-1202,어선 동원호 기관손상사건,기관손상,3~5톤미만,어선
MP-2019-1201,어선 등대호 좌초사건,좌초,1~2톤미만,어선
MP-2019-1200,어선 은하호 침수사건,침수,1~2톤미만,어선
MP-2019-1199,모터보트 삼다호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2019-1197,어선 제2015영신호 선원사망사건,안전사고,100~500톤미만,어선
MP-2019-1196,기타선 천삼한일호 부유물감김사건,부유물감김,50~100톤미만,기타선
MP-2019-1195,어선 제1민성호 선원부상사건,안전사고,5~10톤미만,어선
MP-2019-1194,모터보트 아르마딜로3호 운항저해사건,운항저해,2~3톤미만,수상레저기구
MP-2019-1192,어선 태흔호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2019-1190,기타선 천삼한일호 선원부상사건,안전사고,50~100톤미만,기타선
MP-2019-1189,어선 동명호 화재사건,화재,3~5톤미만,어선
MP-2019-1188,모터보트 행복호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2019-1187,낚시어선 블랙킹호 좌초사건,좌초,5~10톤미만,어선
MP-2019-1186,"예인선 덕산202호, 어선 1명진호 충돌사건",충돌,20~25톤미만,어선
MP-2019-1186,"예인선 덕산202호, 어선 1명진호 충돌사건",충돌,30~50톤미만,예인선
MP-2019-1185,어선 해금호 좌초사건,좌초,2~3톤미만,어선
MP-2019-1181,산적화물선 동해호 기관손상사건,기관손상,30~50톤미만,화물선
MP-2019-1180,어선 제156대화호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2019-1179,"어선 성진5호, 어선 무진호 충돌사건",충돌,3~5톤미만,어선
MP-2019-1179,"어선 성진5호, 어선 무진호 충돌사건",충돌,5~10톤미만,어선
MP-2019-1178,모터보트 제경호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2019-1177,모터보트 화이트이글 기관손상사건,기관손상,1~2톤미만,수상레저기구
