0,1,2,3,4
MP-2021-0446,어선 영순호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0450,어선 제2은성호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0451,모터보트 풍진호 추진축계손상사건,추진축계손상,2~3톤미만,수상레저기구
MP-2021-0452,"어선 혜수호, 모터보트 해호 충돌사건",충돌,2~3톤미만,수상레저기구
MP-2021-0452,"어선 혜수호, 모터보트 해호 충돌사건",충돌,20~25톤미만,어선
MP-2021-0453,낚시어선 스텔라호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0454,어선 제608승진호 선원사망사건,안전사고,5~10톤미만,어선
MP-2021-0455,예인선 안정호 운항저해사건,운항저해,30~50톤미만,예인선
MP-2021-0457,어선 황성호 부유물감김사건,부유물감김,3~5톤미만,어선
MP-2021-0458,어선 승진호 기관손상사건,기관손상,1~2톤미만,어선
MP-2021-0462,어선 부성호 기관손상사건,기관손상,20~25톤미만,어선
MP-2021-0463,어선 야야호 침수사건,침수,5~10톤미만,어선
MP-2021-0464,모터보트 오션호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2021-0466,"어선 대창호, 어선 제3재신호 충돌사건",충돌,5~10톤미만,어선
MP-2021-0466,"어선 대창호, 어선 제3재신호 충돌사건",충돌,20~25톤미만,어선
MP-2021-0468,낚시어선 레드헌터호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0471,어선 영용호/어선 제2한경호 충돌사건,충돌,5~10톤미만,어선
MP-2021-0471,어선 영용호/어선 제2한경호 충돌사건,충돌,25~30톤미만,어선
MP-2021-0472,어선 107재승호 등 2척 화재사건,화재,3~5톤미만,어선
MP-2021-0474,"어선 금성2호, 어선 동선호 충돌사건",충돌,5~10톤미만,어선
MP-2021-0474,"어선 금성2호, 어선 동선호 충돌사건",충돌,1톤미만,어선
MP-2021-0476,카페리여객선 평화훼리5호 기관손상사건,기관손상,100~500톤미만,여객선
MP-2021-0477,여객선 유토피아호/기타선 태양호 충돌사건,충돌,15~20톤미만,기타선
MP-2021-0477,여객선 유토피아호/기타선 태양호 충돌사건,충돌,100~500톤미만,여객선
MP-2021-0478,어선 해성호/무등록선박 진성호 충돌사건,충돌,1톤미만,수상레저기구
MP-2021-0478,어선 해성호/무등록선박 진성호 충돌사건,충돌,5~10톤미만,어선
MP-2021-0479,어선 아쿠아마린호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0480,일반화물선 창조비너스호 기관손상사건,기관손상,"1,000~5,000톤미만",화물선
MP-2021-0482,석유제품운반선 13대양호/어선 제207윤경호 충돌사건,충돌,30~50톤미만,어선
MP-2021-0482,석유제품운반선 13대양호/어선 제207윤경호 충돌사건,충돌,100~500톤미만,유조선
MP-2021-0483,일반화물선 광양리더호 화재사건,화재,"1,000~5,000톤미만",화물선
MP-2021-0484,어선 505덕운호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0485,모터보트 스마일호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2021-0486,어선 뉴진도호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0487,모터보트 한라호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2021-0488,모터보트 비너스호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2021-0489,어선 광영호 기관손상사건,기관손상,1~2톤미만,어선
MP-2021-0490,어선 해진호 해양오염사건,해양오염,3~5톤미만,어선
MP-2021-0491,모터보트 화진호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2021-0492,어선 서진1호 기관손상사건,기관손상,3~5톤미만,어선
MP-2021-0494,어선 뉴대림호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0495,낚시어선 방주호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0496,선명미상 부선 화재사건,화재,1~2톤미만,기타선
MP-2021-0497,낚시어선 신흥레저호 기관손상사건,기관손상,2~3톤미만,어선
MP-2021-0498,어선 남경호 양식장 접촉사건,접촉,1~2톤미만,어선
MP-2021-0499,어선 정현호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0500,어선 광해호 부유물감김사건,부유물감김,25~30톤미만,어선
MP-2021-0501,어선 서양호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2021-0503,어선 77정승호 침수사건,침수,30~50톤미만,어선
MP-2021-0505,낚시어선 자유호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0506,"어선 부영호, 모터보트 메탈샤크호 충돌사건",충돌,2~3톤미만,어선
MP-2021-0506,"어선 부영호, 모터보트 메탈샤크호 충돌사건",충돌,1~2톤미만,수상레저기구
MP-2021-0507,어선 청마호 기관손상사건,기관손상,1~2톤미만,어선
MP-2021-0508,어선 이글호 침몰사건,침몰,1톤미만,어선
MP-2021-0509,원유운반선 페트로가루다 어구손상사건,시설물손상,"50,000~100,000톤미만",유조선
MP-2021-0510,석유제품운반선 신영호 부유물감김사건,부유물감김,50~100톤미만,유조선
MP-2021-0511,석유제품운반선 제15동양호 조타장치손상사건,조타장치손상,50~100톤미만,유조선
MP-2021-0512,어선 강민호 전복사건,전복,2~3톤미만,어선
MP-2021-0513,어선 제5부창호 화재사건,화재,15~20톤미만,어선
MP-2021-0515,어선 덕명호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0517,어선 조영호 침수사건,침수,3~5톤미만,어선
MP-2021-0518,일반화물선 케이에스헤르메스 침수사건,침수,"5,000~10,000톤미만",화물선
MP-2021-0519,어선 뉴진도호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0520,낚시어선 제주엠제이호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0521,모터보트 루나호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2021-0522,모터보트 창봉호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2021-0524,어선 태양호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0526,어선 코람데오호 침수사건,침수,2~3톤미만,어선
MP-2021-0527,모터보트 광일호 침수사건,침수,1~2톤미만,수상레저기구
MP-2021-0528,어선 남해호 화재사건,화재,5~10톤미만,어선
MP-2021-0529,어선 희순호 추진축계손상사건,추진축계손상,2~3톤미만,어선
MP-2021-0530,어선 302금영호/어선 123현무호 충돌사건,충돌,5~10톤미만,어선
MP-2021-0530,어선 302금영호/어선 123현무호 충돌사건,충돌,25~30톤미만,어선
MP-2021-0531,어선 올림픽호 화재사건,화재,5~10톤미만,어선
MP-2021-0532,낚시어선 씨엔피대물2호 화재사건,화재,5~10톤미만,어선
MP-2021-0533,어선 208홍성호 조타장치손상사건,조타장치손상,50~100톤미만,어선
MP-2021-0535,어선 600길정호 기관손상사건,기관손상,20~25톤미만,어선
MP-2021-0536,낚시어선 제주사랑호 좌초사건,좌초,5~10톤미만,어선
MP-2021-0537,유류 및 액체화학품산적운반선 골드스타 나리호 해양오염사건,해양오염,"1,000~5,000톤미만",유조선
MP-2021-0538,어선 보라호 침수사건,침수,1~2톤미만,어선
MP-2021-0541,어선 경덕호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0543,어선 만재호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0544,어선 대양호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2021-0546,고속여객선 퀸스타2호 기관손상사건,기관손상,100~500톤미만,여객선
MP-2021-0547,어선 일진호 조타장치손상사건,조타장치손상,3~5톤미만,어선
MP-2021-0549,어선 강산호 추진축계손상사건,추진축계손상,3~5톤미만,어선
MP-2021-0550,모터보트 서주호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2021-0551,어선 해광호 부유물감김사건,부유물감김,2~3톤미만,어선
MP-2021-0552,어선 빅토리호 해양오염사건,해양오염,5~10톤미만,어선
MP-2021-0553,어선 덕진호 침수사건,침수,1~2톤미만,어선
MP-2021-0554,모터보트 신원호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2021-0555,어선 청월호 기관손상사건,기관손상,1~2톤미만,어선
MP-2021-0556,어선 18만구호 기관손상사건,기관손상,50~100톤미만,어선
MP-2021-0557,어선 신정호 침수사건,침수,1~2톤미만,어선
MP-2021-0558,어선 제2세라호 침수사건,침수,1~2톤미만,어선
MP-2021-0559,어선 대은호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0560,어선 107부창호 화재사건,화재,30~50톤미만,어선
MP-2021-0561,어선 2017덕은호 화재사건,화재,50~100톤미만,어선
MP-2021-0562,어선 709혁신호 기관손상사건,기관손상,20~25톤미만,어선
MP-2021-0563,부선 와이앤피5호 장보고대교 접촉사건,접촉,100~500톤미만,기타선
MP-2021-0564,어선 지원3호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2021-0565,어선 팔영호 양식장접촉사건,접촉,5~10톤미만,어선
MP-2021-0567,세일링요트 아프로블루 부유물감김사건,부유물감김,5~10톤미만,수상레저기구
MP-2021-0568,선명미상 작업용바지 운항저해사건,운항저해,10~15톤미만,기타선
MP-2021-0570,세일링요트 M1호/모터보트 야생돌고래탐사호 충돌사건,충돌,3~5톤미만,수상레저기구
MP-2021-0570,세일링요트 M1호/모터보트 야생돌고래탐사호 충돌사건,충돌,30~50톤미만,수상레저기구
MP-2021-0571,어선 갈매기호 부유물감김사건,부유물감김,3~5톤미만,어선
MP-2021-0572,어선 가을호 전복사건,전복,1~2톤미만,어선
MP-2021-0573,어선 제2보경호 기관손상사건,기관손상,15~20톤미만,어선
MP-2021-0575,세일링요트 스텔라호 부유물감김사건,부유물감김,5~10톤미만,수상레저기구
MP-2021-0576,어선 광성호 침몰사건,침몰,2~3톤미만,어선
MP-2021-0577,어선 영복호 기관손상사건,기관손상,15~20톤미만,어선
MP-2021-0579,모터보트 재우호 침수사건,침수,1톤미만,수상레저기구
MP-2021-0580,어선 2008삼성호 조타장치손상사건,조타장치손상,50~100톤미만,어선
MP-2021-0581,낚시어선 제1태성스타호/어선 남창호 충돌사건,충돌,5~10톤미만,어선
MP-2021-0581,낚시어선 제1태성스타호/어선 남창호 충돌사건,충돌,3~5톤미만,어선
MP-2021-0582,세일링요트 패밀리5호 부유물감김사건,부유물감김,5~10톤미만,수상레저기구
MP-2021-0583,낚시어선 제78피싱2호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0584,모터보트 이리은호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2021-0585,모터보트 블루아쿠아1호 좌초사건,좌초,10~15톤미만,수상레저기구
MP-2021-0586,어선 장성1호 침수사건,침수,1~2톤미만,어선
MP-2021-0588,세일링요트 바놀1호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2021-0589,카페리여객선 남신안농협6호 추진축계손상사건,추진축계손상,100~500톤미만,여객선
MP-2021-0592,어선 509유일호 화재사건,화재,30~50톤미만,어선
MP-2021-0593,어선 수성호 기타사건,기타,3~5톤미만,어선
MP-2021-0594,일반화물선 해신호 어구손상사건,시설물손상,"1,000~5,000톤미만",화물선
MP-2021-0595,어선 727수광호 해양오염사건,해양오염,30~50톤미만,어선
MP-2021-0596,모터보트 스플래시호 좌초사건,좌초,2~3톤미만,수상레저기구
MP-2021-0597,어선 만덕호 기관손상사건,기관손상,2~3톤미만,어선
MP-2021-0598,낚시어선 추자피싱2호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0601,세일링요트 안디아모 운항저해사건,운항저해,10~15톤미만,수상레저기구
MP-2021-0602,어선 경성호 조타장치손상사건,조타장치손상,3~5톤미만,어선
MP-2021-0605,모터보트 보석호 등 2척 침몰사건,침몰,1~2톤미만,수상레저기구
MP-2021-0606,어선 금양1호 화재사건,화재,3~5톤미만,어선
MP-2021-0607,어선 태민호/어선 보해호 충돌사건,충돌,2~3톤미만,어선
MP-2021-0607,어선 태민호/어선 보해호 충돌사건,충돌,2~3톤미만,어선
MP-2021-0608,어선 제332인성호 기관손상사건,기관손상,30~50톤미만,어선
MP-2021-0610,어선 제108신광호 선원부상사건,안전사고,5~10톤미만,어선
MP-2021-0611,어선 블루마린호 기관손상사건,기관손상,3~5톤미만,어선
MP-2021-0612,세일링요트 블루피카소호 운항저해사건,운항저해,3~5톤미만,수상레저기구
MP-2021-0613,어선 137남양호 추진축계손상사건,추진축계손상,25~30톤미만,어선
MP-2021-0615,낚시어선 다이나호 기관손상사건,기관손상,3~5톤미만,어선
MP-2021-0616,모터보트 명성2호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2021-0618,낚시어선 레드폭스호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0619,어선 유성호 해양오염사건,해양오염,25~30톤미만,어선
MP-2021-0620,어선 승일호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0621,낚시어선 바다2호 기관손상사건,기관손상,2~3톤미만,어선
MP-2021-0622,낚시어선 줄리아호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0624,석유제품운반선 스카이스타/부선 씨케이6006호 충돌사건,충돌,"1,000~5,000톤미만",기타선
MP-2021-0624,석유제품운반선 스카이스타/부선 씨케이6006호 충돌사건,충돌,"500~1,000톤미만",유조선
MP-2021-0626,어선 장보고호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0628,모터보트 밴포쉽 기관손상사건,기관손상,15~20톤미만,수상레저기구
MP-2021-0629,어선 풍성호 기관손상사건,기관손상,3~5톤미만,어선
MP-2021-0630,낚시어선 동성호/모터보트 서대호 충돌사건,충돌,5~10톤미만,어선
MP-2021-0630,낚시어선 동성호/모터보트 서대호 충돌사건,충돌,1톤미만,수상레저기구
MP-2021-0631,모터보트 정원호 추진축계손상사건,추진축계손상,1~2톤미만,수상레저기구
MP-2021-0632,모터보트 해마루호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2021-0633,도선 한려3호 부유물감김사건,부유물감김,30~50톤미만,여객선
MP-2021-0634,어선 천일호 침수사건,침수,25~30톤미만,어선
MP-2021-0635,어선 301신태양호 추진축계손상사건,추진축계손상,25~30톤미만,어선
MP-2021-0636,어선 313대경호/어선 19대영호 충돌사건,충돌,50~100톤미만,어선
MP-2021-0636,어선 313대경호/어선 19대영호 충돌사건,충돌,50~100톤미만,어선
MP-2021-0637,어선 제101부창호 선원사망사건,안전사고,25~30톤미만,어선
MP-2021-0639,세일링요트 천지연호 부유물감김사건,부유물감김,3~5톤미만,수상레저기구
MP-2021-0640,어선 경진호 운항저해사건,운항저해,1~2톤미만,어선
MP-2021-0641,세일링요트 아프로만호 기관손상사건,기관손상,5~10톤미만,수상레저기구
MP-2021-0642,모터보트 제97동성호 침수사건,침수,5~10톤미만,수상레저기구
MP-2021-0643,어선 대원호 부유물감김사건,부유물감김,3~5톤미만,어선
MP-2021-0644,어선 한창호 부유물감김사건,부유물감김,20~25톤미만,어선
MP-2021-0646,어선 제27강룡호 선원부상사건,안전사고,30~50톤미만,어선
MP-2021-0647,어선 219연흥호 선원부상사건,안전사고,5~10톤미만,어선
MP-2021-0649,어선 금파호 기관손상사건,기관손상,1~2톤미만,어선
MP-2021-0650,어선 88만복호 좌초사건,좌초,50~100톤미만,어선
MP-2021-0651,어선 307덕원호 기타(계류줄 풀림)사건,기타,5~10톤미만,어선
MP-2021-0655,어선 전진호 선원사망사건,안전사고,2~3톤미만,어선
MP-2021-0656,어선 신흥호 침수사건,침수,1톤미만,어선
MP-2021-0657,어선 대명호 운항저해사건,운항저해,1톤미만,어선
MP-2021-0658,모터보트 와이스타호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2021-0659,모터보트 블루마린호 좌초사건,좌초,1~2톤미만,수상레저기구
MP-2021-0660,어선 일출호 추진축계손상사건,추진축계손상,3~5톤미만,어선
MP-2021-0661,어선 대지호 기관손상사건,기관손상,1톤미만,어선
MP-2021-0662,모터보트 서부피싱호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2021-0663,어선 대성호 기관손상사건,기관손상,2~3톤미만,어선
MP-2021-0665,어선 제808재성호 좌초사건,좌초,30~50톤미만,어선
MP-2021-0666,세일링요트 바놀1호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2021-0667,어선 청해호 화재사건,화재,1~2톤미만,어선
MP-2021-0670,어선 승리호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0672,어선 해광호 운항저해사건,운항저해,3~5톤미만,어선
MP-2021-0673,어선 제100고래호 기관손상사건,기관손상,25~30톤미만,어선
MP-2021-0674,모터보트 설촌호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2021-0675,어선 제306태성호/어선 아일랜드호 충돌사건,충돌,5~10톤미만,어선
MP-2021-0675,어선 제306태성호/어선 아일랜드호 충돌사건,충돌,50~100톤미만,어선
MP-2021-0676,어선 제318성덕호 해양오염사건,해양오염,50~100톤미만,어선
MP-2021-0677,예인선 건민티7호의 피예인부선 금신3006호 침수사건,침수,"1,000~5,000톤미만",기타선
MP-2021-0678,낚시어선 씨레전드호 기관손상사건,기관손상,3~5톤미만,어선
MP-2021-0680,어선 창남호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0682,어선 덕신호 좌초사건,좌초,5~10톤미만,어선
MP-2021-0683,어선 전진호 폭발사건,폭발,1톤미만,어선
MP-2021-0685,석유제품운반선 동수1 기관손상사건,기관손상,"1,000~5,000톤미만",유조선
MP-2021-0686,어선 평광호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0687,어선 운룡호 기관손상사건,기관손상,1~2톤미만,어선
MP-2021-0688,어선 희망1호 침수사건,침수,5~10톤미만,어선
MP-2021-0691,어선 제508덕진호 해양오염사건,해양오염,30~50톤미만,어선
MP-2021-0692,낚시어선 트윈스호 잠수부부상사건,안전사고,5~10톤미만,어선
MP-2021-0693,어선 법환호 잠수부부상사건,안전사고,3~5톤미만,어선
MP-2021-0695,모터보트 1씨유호 침수사건,침수,1~2톤미만,수상레저기구
MP-2021-0696,어선 파이브스타호 운항저해사건,운항저해,1~2톤미만,어선
MP-2021-0697,모터보트 동방호 전복사건,전복,1~2톤미만,수상레저기구
MP-2021-0698,어선 영재호/모터보트 가현호 충돌사건,충돌,1~2톤미만,어선
MP-2021-0698,어선 영재호/모터보트 가현호 충돌사건,충돌,1톤미만,수상레저기구
MP-2021-0701,모터보트 레이언스호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2021-0703,모터보트 대진호 침몰사건,침몰,1~2톤미만,수상레저기구
MP-2021-0705,어선 혜원호 부유물감김사건,부유물감김,1~2톤미만,어선
MP-2021-0706,모터보트 수자호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2021-0707,예인선 건민티7호의 피예인부선 에이치엔3001호 좌초사건,좌초,"1,000~5,000톤미만",기타선
MP-2021-0707,예인선 건민티7호의 피예인부선 에이치엔3001호 좌초사건,좌초,100~500톤미만,예인선
MP-2021-0708,어선 해왕호 해양오염사건,해양오염,5~10톤미만,어선
MP-2021-0709,예인선 301삼양호 좌초사건,좌초,"1,000~5,000톤미만",예인선
MP-2021-0710,어선 금동호 기관손상사건,기관손상,20~25톤미만,어선
MP-2021-0711,어선 제207충무호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0712,어선 명성호 선원부상사건,안전사고,5~10톤미만,어선
MP-2021-0714,낚시어선 클럽씨호 해양오염사건,해양오염,5~10톤미만,어선
MP-2021-0715,어선 307태성호 화재사건,화재,50~100톤미만,어선
MP-2021-0716,어선 서광호 기관손상사건,기관손상,25~30톤미만,어선
MP-2021-0717,석유제품운반선 신광호/어선 장원3호 충돌사건,충돌,100~500톤미만,유조선
MP-2021-0717,석유제품운반선 신광호/어선 장원3호 충돌사건,충돌,3~5톤미만,어선
MP-2021-0718,어선 신도청호 해양오염사건,해양오염,50~100톤미만,어선
MP-2021-0719,모터보트 해광호 추진축계손상사건,추진축계손상,1톤미만,수상레저기구
MP-2021-0721,어선 제108진영호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0722,어선 블루마린호 부유물감김사건,부유물감김,3~5톤미만,어선
MP-2021-0723,어선 제경호 전복사건,전복,1톤미만,어선
MP-2021-0724,낚시어선 강변호 기관손상사건,기관손상,3~5톤미만,어선
MP-2021-0725,여객선 파라다이스호 기관손상사건,기관손상,100~500톤미만,여객선
MP-2021-0726,예인선 건민티7호 좌초사건,좌초,100~500톤미만,예인선
MP-2021-0727,어선 마루호 기관손상사건,기관손상,2~3톤미만,어선
MP-2021-0728,세일링요트 니모호 전복사건,전복,15~20톤미만,수상레저기구
MP-2021-0729,어선 백경호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0730,어선 77정승호 부유물감김사건,부유물감김,30~50톤미만,어선
MP-2021-0732,어선 블루웨이호 기관손상사건,기관손상,3~5톤미만,어선
MP-2021-0733,예인선 101유진호 부유물감김사건,부유물감김,100~500톤미만,예인선
MP-2021-0735,어선 명윤호/어선 대양호 충돌사건,충돌,2~3톤미만,어선
MP-2021-0735,어선 명윤호/어선 대양호 충돌사건,충돌,5~10톤미만,어선
MP-2021-0736,어선 대영호 침수사건,침수,1~2톤미만,어선
MP-2021-0737,무등록선박 침수사건,침수,1톤미만,수상레저기구
MP-2021-0738,어선 진영호 화재사건,화재,50~100톤미만,어선
MP-2021-0739,어선 대동호 부유물감김사건,부유물감김,1~2톤미만,어선
MP-2021-0740,어선 7정길호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2021-0742,모터보트 호민호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2021-0743,어선 아우디호 운항저해사건,운항저해,1~2톤미만,어선
MP-2021-0746,낚시어선 히트호 기관손상사건,기관손상,3~5톤미만,어선
MP-2021-0747,어선 제306민금호 선원사망사건,안전사고,50~100톤미만,어선
MP-2021-0748,어선 제107상명호 기관손상사건,기관손상,25~30톤미만,어선
MP-2021-0749,어선 제2일동호 침수사건,침수,1톤미만,어선
MP-2021-0750,모터보트 소심호 전복사건,전복,1톤미만,수상레저기구
MP-2021-0751,모터보트 정원호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2021-0753,어선 해성호/어선 화랑호 충돌사건,충돌,3~5톤미만,어선
MP-2021-0753,어선 해성호/어선 화랑호 충돌사건,충돌,2~3톤미만,어선
MP-2021-0754,어선 해룡호 기관손상사건,기관손상,3~5톤미만,어선
MP-2021-0755,낚시어선 짱구호 좌초사건,좌초,5~10톤미만,어선
MP-2021-0756,어선 217영남호 기관손상사건,기관손상,30~50톤미만,어선
MP-2021-0758,어선 호정호/모터보트 옥근호 충돌사건,충돌,1~2톤미만,수상레저기구
MP-2021-0758,어선 호정호/모터보트 옥근호 충돌사건,충돌,2~3톤미만,어선
MP-2021-0759,선명미상 모터보트 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2021-0760,어선 제2수남호 좌초사건,좌초,2~3톤미만,어선
MP-2021-0761,모터보트 장가호 부유물감김사건,부유물감김,1~2톤미만,수상레저기구
MP-2021-0764,예인선 2002해영호 선원사망사건,안전사고,30~50톤미만,예인선
MP-2021-0766,석유제품운반선 아라호 해양오염사건,해양오염,100~500톤미만,유조선
MP-2021-0767,어선 그랜드3호 화재사건,화재,3~5톤미만,어선
MP-2021-0768,예인선 102신한호 화재사건,화재,50~100톤미만,예인선
MP-2021-0769,어선 덕명호 좌초사건,좌초,5~10톤미만,어선
MP-2021-0770,어선 성진호 침수사건,침수,5~10톤미만,어선
MP-2021-0771,어선 인성호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0772,어선 제2경신호 조타장치손상사건,조타장치손상,20~25톤미만,어선
MP-2021-0773,어선 108수광호/어선 대상4-10호 충돌사건,충돌,30~50톤미만,어선
MP-2021-0773,어선 108수광호/어선 대상4-10호 충돌사건,충돌,30~50톤미만,어선
MP-2021-0774,일반화물선 퍼시픽레이 해양오염사건,해양오염,"1,000~5,000톤미만",화물선
MP-2021-0775,어선 상화호 부유물감김사건,부유물감김,2~3톤미만,어선
MP-2021-0776,모터보트 유라호 좌초사건,좌초,3~5톤미만,수상레저기구
MP-2021-0777,어선 소망호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0781,어선 909성해호 등 2척 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0781,어선 909성해호 등 2척 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0782,낚시어선 엔에스호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0785,모터보트 아리랑호/수상오토바이 탑21-14호 충돌사건,충돌,1~2톤미만,수상레저기구
MP-2021-0785,모터보트 아리랑호/수상오토바이 탑21-14호 충돌사건,충돌,1~2톤미만,수상레저기구
MP-2021-0786,모터보트 아라호 부유물감김사건,부유물감김,5~10톤미만,수상레저기구
MP-2021-0787,모터보트 채령호 운항저해사건,운항저해,1톤미만,수상레저기구
MP-2021-0789,모터보트 탱크호 전복사건,전복,1톤미만,수상레저기구
MP-2021-0790,통선 11우리호 침수사건,침수,5~10톤미만,기타선
MP-2021-0791,어선 2020안성호 선원사망사건,안전사고,20~25톤미만,어선
MP-2021-0792,어선 만길호 선원사망사건,안전사고,2~3톤미만,어선
MP-2021-0793,어선 301태성호/화물차 접촉사건,접촉,15~20톤미만,어선
MP-2021-0795,어선 유조호/어선 하늬호 충돌사건,충돌,20~25톤미만,어선
MP-2021-0795,어선 유조호/어선 하늬호 충돌사건,충돌,5~10톤미만,어선
MP-2021-0796,어선 송기호 해양오염사건,해양오염,5~10톤미만,어선
MP-2021-0798,어선 광덕호/어선 제2황금호 충돌사건,충돌,1~2톤미만,어선
MP-2021-0798,어선 광덕호/어선 제2황금호 충돌사건,충돌,1~2톤미만,어선
MP-2021-0800,예인선 울산107호 기관손상사건,기관손상,50~100톤미만,예인선
MP-2021-0801,어선 제311제일호/어선 제702도양호 등 2척 충돌사건,충돌,100~500톤미만,어선
MP-2021-0801,어선 제311제일호/어선 제702도양호 등 2척 충돌사건,충돌,30~50톤미만,어선
MP-2021-0802,어선 벽강호 선원사망사건,안전사고,5~10톤미만,어선
MP-2021-0803,어선 제3명신호 부유물감김사건,부유물감김,50~100톤미만,어선
MP-2021-0804,어선 태현호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0805,어선 대영호 기관손상사건,기관손상,2~3톤미만,어선
MP-2021-0806,낚시어선 파이넥스호 기관손상사건,기관손상,5~10톤미만,어선
MP-2021-0807,카페리여객선 쓰리아일랜드 조타장치손상사건,조타장치손상,100~500톤미만,여객선
MP-2021-0808,어선 제621영신호 추진축계손상사건,추진축계손상,30~50톤미만,어선
MP-2021-0809,어선 208정원호 기관손상사건,기관손상,25~30톤미만,어선
MP-2021-0811,어선 순영호 좌초사건,좌초,20~25톤미만,어선
MP-2021-0815,어선 138정일호/일반화물선 비선 충돌사건,충돌,30~50톤미만,어선
MP-2021-0815,어선 138정일호/일반화물선 비선 충돌사건,충돌,"20,000~50,000톤미만",화물선
MP-2021-0816,낚시어선 더캐스팅호/어선 동진호 충돌사건,충돌,5~10톤미만,어선
MP-2021-0816,낚시어선 더캐스팅호/어선 동진호 충돌사건,충돌,1~2톤미만,어선
MP-2021-0818,어선 연정호 부유물감김사건,부유물감김,5~10톤미만,어선
MP-2021-0819,어선 387대경호 기관손상사건,기관손상,30~50톤미만,어선
MP-2021-0820,석유제품운반선 창셍36 해양오염사건,해양오염,"5,000~10,000톤미만",유조선
MP-2021-0822,모터보트 용성호 전복사건,전복,1~2톤미만,수상레저기구
MP-2021-0823,선명미상 모터보트 침수사건,침수,1~2톤미만,수상레저기구
MP-2021-0824,예인선 101신라호의 피예인부선 장성103호 양식장접촉사건,접촉,"500~1,000톤미만",기타선
MP-2021-0828,어선 진성2호 추진축계손상사건,추진축계손상,2~3톤미만,어선
MP-2021-0829,어선 스텔스호 기관손상사건,기관손상,3~5톤미만,어선
